contributors,truncated,text,in_reply_to_status_id,id,favorite_count,source,retweeted,coordinates,entities,in_reply_to_screen_name,id_str,retweet_count,in_reply_to_user_id,favorited,user,geo,in_reply_to_user_id_str,possibly_sensitive,lang,created_at,filter_level,in_reply_to_status_id_str,place,metadata,extended_entities 
,False,@guardian horrible news and a #Cowardly attack on the press!,552791578893619200,552793048510648320,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [0, 9], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [{'indices': [30, 39], 'text': 'Cowardly'}], 'urls': []}",guardian,552793048510648320,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': 'FF9F30', 'default_profile_image': False, 'id': 94323249, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/589011723/x10af3b0efee543f189fca113c990b0c.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2387464398/0yul75d0080t4l5zz5h9_normal.jpeg', 'profile_sidebar_fill_color': 'E6DFA3', 'entities': {'url': {'urls': [{'url': 'http://t.co/YywMRrWmD9', 'indices': [0, 22], 'expanded_url': 'http://www.rethink-recruitment.com', 'display_url': 'rethink-recruitment.com'}]}, 'description': {'urls': []}}, 'followers_count': 81, 'profile_sidebar_border_color': '9BC2B2', 'id_str': '94323249', 'profile_background_color': 'DE0000', 'listed_count': 6, 'is_translation_enabled': False, 'utc_offset': 3600, 'statuses_count': 1618, 'description': 'Avid recruiter, international enabler.', 'friends_count': 133, 'location': 'London', 'profile_link_color': 'FA6000', 'profile_image_url': 'http://pbs.twimg.com/profile_images/2387464398/0yul75d0080t4l5zz5h9_normal.jpeg', 'following': False, 'geo_enabled': False, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/589011723/x10af3b0efee543f189fca113c990b0c.png', 'name': 'Hector', 'lang': 'en', 'profile_background_tile': True, 'favourites_count': 25, 'screen_name': 'Jobs4UinCRM', 'notifications': False, 'url': 'http://t.co/YywMRrWmD9', 'created_at': 'Thu Dec 03 12:56:03 +0000 2009', 'contributors_enabled': False, 'time_zone': 'Amsterdam', 'protected': False, 'default_profile': False, 'is_translator': False}",,87818409,,en,Wed Jan 07 11:45:07 +0000 2015,,552791578893619200,,,
,False,“@guardian: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http://t.co/CDPVFv79w0”,552791578893619200,552794374950887425,1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [1, 10], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [], 'urls': [{'url': 'http://t.co/CDPVFv79w0', 'indices': [104, 126], 'expanded_url': 'http://trib.al/tEfm9Sz', 'display_url': 'trib.al/tEfm9Sz'}]}",guardian,552794374950887425,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': 'D413B4', 'default_profile_image': False, 'id': 29209261, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/169155517/rio_onde_vou_morar.jpg', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/531638397350477824/-NsXBM1d_normal.jpeg', 'profile_sidebar_fill_color': '7AC3EE', 'entities': {'url': {'urls': [{'url': 'http://t.co/yKLejuYsjX', 'indices': [0, 22], 'expanded_url': 'http://www.facebook.com/pages/Ana-Paula-Rehbein/209554469179664?ref=hl', 'display_url': 'facebook.com/pages/Ana-Paul…'}]}, 'description': {'urls': []}}, 'followers_count': 4594, 'profile_sidebar_border_color': '65B0DA', 'id_str': '29209261', 'profile_background_color': '642D8B', 'listed_count': 76, 'is_translation_enabled': False, 'utc_offset': -7200, 'statuses_count': 21786, 'description': 'Gaúcha e gremista. Repórter da Tv Anhanguera em Palmas. Periodista de la televisión. Tv journalist.', 'friends_count': 1034, 'location': 'Palmas - Tocantins, Brasil', 'profile_link_color': '1D0EC7', 'profile_image_url': 'http://pbs.twimg.com/profile_images/531638397350477824/-NsXBM1d_normal.jpeg', 'following': False, 'geo_enabled': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/29209261/1400613814', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/169155517/rio_onde_vou_morar.jpg', 'name': 'ana paula rehbein', 'lang': 'pt', 'profile_background_tile': True, 'favourites_count': 4178, 'screen_name': 'anarehbein', 'notifications': False, 'url': 'http://t.co/yKLejuYsjX', 'created_at': 'Mon Apr 06 14:26:21 +0000 2009', 'contributors_enabled': False, 'time_zone': 'Brasilia', 'protected': False, 'default_profile': False, 'is_translator': False}",,87818409,False,en,Wed Jan 07 11:50:24 +0000 2015,,552791578893619200,,,
,False,“@guardian: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http://t.co/UDgEqcuSHx”,552791578893619200,552795016725532672,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,"{'type': 'Point', 'coordinates': [-3.20081992, 55.94548691]}","{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [1, 10], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [], 'urls': [{'url': 'http://t.co/UDgEqcuSHx', 'indices': [104, 126], 'expanded_url': 'http://trib.al/tEfm9Sz', 'display_url': 'trib.al/tEfm9Sz'}]}",guardian,552795016725532672,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 254953689, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/547081945411510272/I4WtIe0m_normal.jpeg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 72, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '254953689', 'profile_background_color': 'C0DEED', 'listed_count': 0, 'is_translation_enabled': False, 'utc_offset': None, 'statuses_count': 2612, 'description': '21,Manchester, Living in Edinburgh, Law Student, Shopaholic, Workaholic.', 'friends_count': 83, 'location': '', 'profile_link_color': '0084B4', 'profile_image_url': 'http://pbs.twimg.com/profile_images/547081945411510272/I4WtIe0m_normal.jpeg', 'following': False, 'geo_enabled': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/254953689/1397748270', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'Ifrath Hussain', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 80, 'screen_name': 'ifrathhussain13', 'notifications': False, 'url': None, 'created_at': 'Sun Feb 20 10:39:30 +0000 2011', 'contributors_enabled': False, 'time_zone': None, 'protected': False, 'default_profile': True, 'is_translator': False}","{'type': 'Point', 'coordinates': [55.94548691, -3.20081992]}",87818409,False,en,Wed Jan 07 11:52:57 +0000 2015,,552791578893619200,"{'full_name': 'Edinburgh, Scotland', 'url': 'https://api.twitter.com/1.1/geo/id/7ae9e2f2ff7a87cd.json', 'country': 'United Kingdom', 'place_type': 'city', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.3285119, 55.894729], [-3.077505, 55.894729], [-3.077505, 55.991662], [-3.3285119, 55.991662]]]}, 'contained_within': [], 'country_code': 'GB', 'attributes': {}, 'id': '7ae9e2f2ff7a87cd', 'name': 'Edinburgh'}",,
,False,“@guardian: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo live updates http://t.co/gdG7LUx7US” how horrific!,552791578893619200,552795831599120384,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [1, 10], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [], 'urls': [{'url': 'http://t.co/gdG7LUx7US', 'indices': [102, 124], 'expanded_url': 'http://trib.al/tEfm9Sz', 'display_url': 'trib.al/tEfm9Sz'}]}",guardian,552795831599120384,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 322703767, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1499890960/DSCF2297_-_Copy_-_Copy__537x1024__normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 48, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '322703767', 'profile_background_color': 'C0DEED', 'listed_count': 1, 'is_translation_enabled': False, 'utc_offset': None, 'statuses_count': 71, 'description': '', 'friends_count': 148, 'location': '', 'profile_link_color': '0084B4', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1499890960/DSCF2297_-_Copy_-_Copy__537x1024__normal.jpg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/322703767/1398946493', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'Natalie Fitchett', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 4, 'screen_name': 'NatalieFitchett', 'notifications': False, 'url': None, 'created_at': 'Thu Jun 23 16:19:07 +0000 2011', 'contributors_enabled': False, 'time_zone': None, 'protected': False, 'default_profile': True, 'is_translator': False}",,87818409,False,en,Wed Jan 07 11:56:11 +0000 2015,,552791578893619200,,,
,False,@guardian disgusting,552791578893619200,552795888134144001,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [0, 9], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [], 'urls': []}",guardian,552795888134144001,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 22414818, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/575776834945679360/XkV6ycX3_normal.jpeg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 157, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '22414818', 'profile_background_color': 'C0DEED', 'listed_count': 0, 'is_translation_enabled': False, 'utc_offset': 0, 'statuses_count': 909, 'description': 'Aeronautical engineer, domestic godess and all round superwoman!', 'friends_count': 623, 'location': 'South Wales', 'profile_link_color': '0084B4', 'profile_image_url': 'http://pbs.twimg.com/profile_images/575776834945679360/XkV6ycX3_normal.jpeg', 'following': False, 'geo_enabled': True, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'Tara Morgan', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 53, 'screen_name': 'taramorg23', 'notifications': False, 'url': None, 'created_at': 'Sun Mar 01 22:21:20 +0000 2009', 'contributors_enabled': False, 'time_zone': 'London', 'protected': False, 'default_profile': True, 'is_translator': False}",,87818409,,en,Wed Jan 07 11:56:24 +0000 2015,,552791578893619200,,,
,False,Horrific:“@guardian: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http://t.co/Zl4fwR6G4b”,552791578893619200,552795898196291584,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [10, 19], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [], 'urls': [{'url': 'http://t.co/Zl4fwR6G4b', 'indices': [113, 135], 'expanded_url': 'http://trib.al/tEfm9Sz', 'display_url': 'trib.al/tEfm9Sz'}]}",guardian,552795898196291584,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '000000', 'default_profile_image': False, 'id': 14315937, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/79516766/Jo_Twitter_wallpaper.jpg', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2323268841/image_normal.jpg', 'profile_sidebar_fill_color': '91A9FF', 'entities': {'description': {'urls': []}}, 'followers_count': 2876, 'profile_sidebar_border_color': '454D69', 'id_str': '14315937', 'profile_background_color': '9AE4E8', 'listed_count': 99, 'is_translation_enabled': False, 'utc_offset': 0, 'statuses_count': 11515, 'description': 'Journalist / editor / digital and social media freelancer in Cornwall. 10+ years digital media experience at @guardian & @westbriton. Mother of boy. My views.', 'friends_count': 1546, 'location': 'Newquay, Cornwall', 'profile_link_color': '4967D0', 'profile_image_url': 'http://pbs.twimg.com/profile_images/2323268841/image_normal.jpg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/14315937/1415301201', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/79516766/Jo_Twitter_wallpaper.jpg', 'name': 'Jo Coumbe', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 2246, 'screen_name': 'JoJo_Wood', 'notifications': False, 'url': None, 'created_at': 'Sun Apr 06 15:29:26 +0000 2008', 'contributors_enabled': False, 'time_zone': 'London', 'protected': False, 'default_profile': False, 'is_translator': False}",,87818409,False,en,Wed Jan 07 11:56:27 +0000 2015,,552791578893619200,,,
,False,@guardian This is their true colour :-(,552791578893619200,552796077561094144,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [0, 9], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [], 'urls': []}",guardian,552796077561094144,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 30205212, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme8/bg.gif', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1221751883/______normal.jpg', 'profile_sidebar_fill_color': 'EADEAA', 'entities': {'url': {'urls': [{'url': 'http://t.co/aRibaNF8GV', 'indices': [0, 22], 'expanded_url': 'http://itsmymindgame.blogspot.com/', 'display_url': 'itsmymindgame.blogspot.com'}]}, 'description': {'urls': []}}, 'followers_count': 114, 'profile_sidebar_border_color': 'D9B17E', 'id_str': '30205212', 'profile_background_color': '8B542B', 'listed_count': 0, 'is_translation_enabled': False, 'utc_offset': 19800, 'statuses_count': 110, 'description': 'પરિવર્તન', 'friends_count': 230, 'location': '', 'profile_link_color': '9D582E', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1221751883/______normal.jpg', 'following': False, 'geo_enabled': False, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme8/bg.gif', 'name': 'Alkesh Patel', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 6, 'screen_name': 'keshav29', 'notifications': False, 'url': 'http://t.co/aRibaNF8GV', 'created_at': 'Fri Apr 10 12:17:22 +0000 2009', 'contributors_enabled': False, 'time_zone': 'New Delhi', 'protected': False, 'default_profile': False, 'is_translator': False}",,87818409,,en,Wed Jan 07 11:57:10 +0000 2015,,552791578893619200,,,
,False,@guardian Shocking news.,552791578893619200,552796307627470848,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [0, 9], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [], 'urls': []}",guardian,552796307627470848,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 51806835, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/545285755568795648/ABQOhsUb.jpeg', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000679598879/ae37df87aee1cc8e53ad358e7f92ad40_normal.jpeg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'url': {'urls': [{'url': 'http://t.co/SpqupL54lV', 'indices': [0, 22], 'expanded_url': 'http://www.danipics.com', 'display_url': 'danipics.com'}]}, 'description': {'urls': []}}, 'followers_count': 1390, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '51806835', 'profile_background_color': 'C0DEED', 'listed_count': 51, 'is_translation_enabled': False, 'utc_offset': None, 'statuses_count': 5829, 'description': '#writer, #photographer, #PR, Brooklands Radio #presenter. #Rotarian, mother, love #charities, #wildlife, #ballooning, coffee & chocolate. #naturalburial fan.', 'friends_count': 1966, 'location': 'Surrey, UK', 'profile_link_color': '0084B4', 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000679598879/ae37df87aee1cc8e53ad358e7f92ad40_normal.jpeg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51806835/1383439557', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/545285755568795648/ABQOhsUb.jpeg', 'name': 'Dani Maimone', 'lang': 'en', 'profile_background_tile': True, 'favourites_count': 284, 'screen_name': 'MamaBalloon', 'notifications': False, 'url': 'http://t.co/SpqupL54lV', 'created_at': 'Sun Jun 28 18:54:23 +0000 2009', 'contributors_enabled': False, 'time_zone': None, 'protected': False, 'default_profile': False, 'is_translator': False}",,87818409,,en,Wed Jan 07 11:58:04 +0000 2015,,552791578893619200,,,
,False,“@guardian: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http://t.co/VlwekK6oQC” More tragedy,552791578893619200,552797785427558401,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [1, 10], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [], 'urls': [{'url': 'http://t.co/VlwekK6oQC', 'indices': [104, 126], 'expanded_url': 'http://trib.al/tEfm9Sz', 'display_url': 'trib.al/tEfm9Sz'}]}",guardian,552797785427558401,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '897856', 'default_profile_image': False, 'id': 141508403, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/354944091/xca5688ccef0fa985ddfc0c5cd0cc76a.jpg', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/531530127188832256/6QAarYbd_normal.jpeg', 'profile_sidebar_fill_color': '20201E', 'entities': {'description': {'urls': []}}, 'followers_count': 338, 'profile_sidebar_border_color': 'FFFFFF', 'id_str': '141508403', 'profile_background_color': '20201E', 'listed_count': 3, 'is_translation_enabled': False, 'utc_offset': 0, 'statuses_count': 4514, 'description': 'Ambulance First Responder. Lifeguard. Saxophonist. Med School Applicant.', 'friends_count': 338, 'location': 'Essex, UK', 'profile_link_color': '3399FF', 'profile_image_url': 'http://pbs.twimg.com/profile_images/531530127188832256/6QAarYbd_normal.jpeg', 'following': False, 'geo_enabled': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/141508403/1398516527', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/354944091/xca5688ccef0fa985ddfc0c5cd0cc76a.jpg', 'name': 'Sam Neal', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 201, 'screen_name': 'samrneal', 'notifications': False, 'url': None, 'created_at': 'Sat May 08 07:59:08 +0000 2010', 'contributors_enabled': False, 'time_zone': 'London', 'protected': False, 'default_profile': False, 'is_translator': False}",,87818409,False,en,Wed Jan 07 12:03:57 +0000 2015,,552791578893619200,,,
,False,“@guardian: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http://t.co/5aCd8u1xsY” 🙏 #Prayers,552791578893619200,552808830598262785,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [1, 10], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [{'indices': [130, 138], 'text': 'Prayers'}], 'urls': [{'url': 'http://t.co/5aCd8u1xsY', 'indices': [104, 126], 'expanded_url': 'http://trib.al/tEfm9Sz', 'display_url': 'trib.al/tEfm9Sz'}]}",guardian,552808830598262785,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '261818', 'default_profile_image': False, 'id': 56917394, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/850072662/3f5aff9b79b7279c67c832f0aedc8bb9.jpeg', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3150432269/035f4e9f7d6ccdfbba0197a4ec464cd0_normal.jpeg', 'profile_sidebar_fill_color': '366B3D', 'entities': {'url': {'urls': [{'url': 'http://t.co/XeS5lO1NQP', 'indices': [0, 22], 'expanded_url': 'http://www.fingerscrossedandfairydust.com', 'display_url': 'fingerscrossedandfairydust.com'}]}, 'description': {'urls': []}}, 'followers_count': 3022, 'profile_sidebar_border_color': 'FFFFFF', 'id_str': '56917394', 'profile_background_color': '067583', 'listed_count': 35, 'is_translation_enabled': False, 'utc_offset': -21600, 'statuses_count': 27354, 'description': 'ChangeUrThinkingChangeUrLife Shook up the #SnowGlobeOfMyLife #LadyBugsRock #Reiki #Entrepreneur #ChronicPain #Fibro #Linkedin #Instagramvjshordee', 'friends_count': 2604, 'location': '#StateOfTransition SK CA', 'profile_link_color': '104047', 'profile_image_url': 'http://pbs.twimg.com/profile_images/3150432269/035f4e9f7d6ccdfbba0197a4ec464cd0_normal.jpeg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/56917394/1366679068', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/850072662/3f5aff9b79b7279c67c832f0aedc8bb9.jpeg', 'name': 'I AM _________', 'lang': 'en', 'profile_background_tile': True, 'favourites_count': 7026, 'screen_name': 'VJShordee444', 'notifications': False, 'url': 'http://t.co/XeS5lO1NQP', 'created_at': 'Wed Jul 15 03:54:01 +0000 2009', 'contributors_enabled': False, 'time_zone': 'Central Time (US & Canada)', 'protected': False, 'default_profile': False, 'is_translator': False}",,87818409,False,en,Wed Jan 07 12:47:50 +0000 2015,,552791578893619200,,,
,False,Appalling and so tragic. “@guardian: 11 dead in shooting at Paris offices of satirical magazine Charlie Hebdo http://t.co/KJYnGV41fM”,552791578893619200,552810884314443776,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [26, 35], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [], 'urls': [{'url': 'http://t.co/KJYnGV41fM', 'indices': [110, 132], 'expanded_url': 'http://trib.al/tEfm9Sz', 'display_url': 'trib.al/tEfm9Sz'}]}",guardian,552810884314443776,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': False, 'profile_text_color': '362720', 'default_profile_image': False, 'id': 19921624, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/735224361/8d8b6cb32f01572388f17f26f91957b8.jpeg', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/472106636430295041/YjLl2WVQ_normal.jpeg', 'profile_sidebar_fill_color': 'E5507E', 'entities': {'url': {'urls': [{'url': 'http://t.co/ghrG274KVY', 'indices': [0, 22], 'expanded_url': 'http://instagram.com/ishittheenot', 'display_url': 'instagram.com/ishittheenot'}]}, 'description': {'urls': []}}, 'followers_count': 790, 'profile_sidebar_border_color': 'FFFFFF', 'id_str': '19921624', 'profile_background_color': 'F9FCFC', 'listed_count': 8, 'is_translation_enabled': False, 'utc_offset': 3600, 'statuses_count': 4167, 'description': 'I like monkeys, midgets, broccoli and penguins... Bookings Editor at ELLE UK, all views my own etc.', 'friends_count': 1545, 'location': 'Hackney', 'profile_link_color': '000000', 'profile_image_url': 'http://pbs.twimg.com/profile_images/472106636430295041/YjLl2WVQ_normal.jpeg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19921624/1420626429', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/735224361/8d8b6cb32f01572388f17f26f91957b8.jpeg', 'name': 'Rosita Chiquita', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 402, 'screen_name': 'RosieBendandi', 'notifications': False, 'url': 'http://t.co/ghrG274KVY', 'created_at': 'Mon Feb 02 18:38:43 +0000 2009', 'contributors_enabled': False, 'time_zone': 'Amsterdam', 'protected': False, 'default_profile': False, 'is_translator': False}",,87818409,False,en,Wed Jan 07 12:56:00 +0000 2015,,552791578893619200,,,
,False,@guardian actually 12 dead #Charlie Hebdo,552791578893619200,552818611015131136,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 87818409, 'indices': [0, 9], 'id_str': '87818409', 'screen_name': 'guardian', 'name': 'The Guardian'}], 'hashtags': [{'indices': [27, 35], 'text': 'Charlie'}], 'urls': []}",guardian,552818611015131136,0,87818409,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 90181058, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1653555217/image_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 20, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '90181058', 'profile_background_color': 'C0DEED', 'listed_count': 0, 'is_translation_enabled': False, 'utc_offset': None, 'statuses_count': 293, 'description': ""Don't worry, be happy !!"", 'friends_count': 115, 'location': 'france', 'profile_link_color': '0084B4', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1653555217/image_normal.jpg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/90181058/1348410539', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'nelly gallois', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 11, 'screen_name': 'sensea30', 'notifications': False, 'url': None, 'created_at': 'Sun Nov 15 15:20:38 +0000 2009', 'contributors_enabled': False, 'time_zone': None, 'protected': False, 'default_profile': True, 'is_translator': False}",,87818409,,en,Wed Jan 07 13:26:42 +0000 2015,,552791578893619200,,,
